종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
407300,HANARO Fn골프테마,6515,40,0.62,6548.33,6470,6525,6470,98,635180,4234750000,0,650000,FnGuide 골프 테마 지수,686.8,5.81,0.85
381560,HANARO Fn전기&수소차,9605,100,1.05,9613.23,9500,9605,9480,2727,26097745,21611250000,0,2250000,FnGuide 전기&수소차 지수 (시장가격),2200.34,20.84,0.96
441540,HANARO Fn조선해운,11910,-20,-0.17,11907.18,11910,11930,11780,939272,11158249140,87538500000,0,7350000,FnGuide 조선해운지수,1952.23,-9.86,-0.5
381570,HANARO Fn친환경에너지,9580,295,3.18,9556.44,9285,9580,9285,14924,141212600,5748000000,0,600000,FnGuide 친환경에너지 지수 (시장가격),1861.81,49.06,2.71
346000,HANARO KAP초장기국고채,36635,-100,-0.27,36699.31,36695,36750,36550,506,18516700,8132970000,0,222000,KAP 초장기 국고채 지수(총수익),11849.7,-14.66,-0.12
453060,HANARO KOFR금리액티브(합성),101480,15,0.01,101483.33,101485,101485,101480,2216,224885095,12177600000,0,120000,KOFR 지수,1091.01,0.11,0.01
304760,HANARO KRX300,15980,245,1.56,15967.4,15945,16015,15930,52,830455,6392000000,0,400000,KRX 300,1590.15,17.57,1.12
404470,HANARO KRX기후변화솔루션,13305,325,2.5,13294.43,13250,13360,13235,83,1104990,6652500000,0,500000,KRX 기후변화 솔루션지수,2556.52,47.63,1.9
332940,HANARO MSCI Korea TR,14665,210,1.45,14654.55,14640,14695,14620,91,1332760,1.83313E+11,0,12500000,MSCI Korea TR Index,1475.78,17.49,1.2
322400,HANARO e커머스,10950,50,0.46,10943.35,10965,11000,10885,2126,23204325,58035000000,0,5300000,FnGuide E커머스 지수,1868.76,10.56,0.57
322410,HANARO 고배당,10905,-40,-0.37,10950.43,10940,10965,10905,635,6947475,5997750000,0,550000,FnGuide 고배당 알파 지수,1644.98,-6,-0.36
354350,HANARO 글로벌럭셔리S&P(합성),19460,-140,-0.71,19542.17,19570,19570,19460,5532,107876620,54682600000,0,2810000,S&P Global Luxury Index,4455.75,0,0
464060,HANARO 글로벌반도체TOP10 SOLACTIVE,9710,-190,-1.92,9850.81,9730,9840,9710,4182,40682070,7282500000,0,750000,Solactive Semiconductor Top 10 Index PR,3720.36,0,0
432850,HANARO 글로벌백신치료제MSCI,10295,265,2.64,10259.78,10145,10295,10115,35,355260,4632750000,0,450000,MSCI World IMI Virology Select Index,1753.32,0,0
461340,HANARO 글로벌생성형AI액티브,10130,-80,-0.78,10126.24,10125,10165,10120,7855,79588695,6078000000,0,600000,Solactive United States Technology 100 Index(Price Return),9000.49,0,0
448510,HANARO 글로벌신재생에너지MSCI(합성),8590,30,0.35,8596.71,8555,8590,8555,219,1876005,6013000000,0,700000,MSCI ACWI IMI New Energy ESG Filtered (Price Return),1819.79,0,0
424460,HANARO 글로벌워터MSCI(합성),11025,0,0,11034.74,11065,11065,11025,198,2183665,8820000000,0,800000,MSCI ACWI IMI Water ESG Filtered (Price Return),1870.79,0,0
401590,HANARO 글로벌탄소배출권선물ICE(합성),11100,65,0.59,11106.37,11055,11100,11040,11873,131508675,12765000000,0,1150000,ICE Global Carbon Futures Index(Excess Return),669.49,0,0
314700,HANARO 농업융복합산업,10995,95,0.87,10982.52,10890,10995,10890,246,2688490,6047250000,0,550000,FnGuide 농업융복합산업 지수(시장가격),1335.7,12.27,0.93
390950,HANARO 단기채권액티브,103880,15,0.01,103879.94,103880,103880,103880,5,519400,53913720000,0,519000,KAP 단기 통안채 지수(총수익),13221.51,1.36,0.01
432840,HANARO 미국S&P500,11170,35,0.31,11180.32,11170,11170,11170,83,927110,7819000000,0,700000,S&P 500,4499.38,0,0
419170,HANARO 미국메타버스iSelect,11050,0,0,11054.23,11085,11085,11050,11,121865,4420000000,0,400000,iSelect US 메타버스 지수(시장가격),4736.21,0,0
434730,HANARO 원자력iSelect,11860,15,0.13,11896.71,11830,11880,11725,13751,162529825,7709000000,0,650000,iSelect 원자력지수 (시장가격),1098.68,4.67,0.43
456100,HANARO 유로존국채25년플러스(합성 H),49230,1335,2.79,49236.99,49125,49230,49125,52,2554920,7876800000,0,160000,Bloomberg Euro Treasury 50bn 25+ Year Bond Index,144.46,0,0
304770,HANARO 코스닥150,14610,280,1.95,14785.46,14305,14765,14305,3895,57366650,20454000000,0,1400000,코스닥 150,1474.57,32.89,2.28
306530,HANARO 코스닥150선물레버리지,12670,580,4.8,12747.66,12155,12870,12155,16649,210733000,3801000000,0,300000,F-코스닥150 지수,1714.32,42.74,2.56
375760,HANARO 탄소효율그린뉴딜,8575,135,1.6,8568.65,8520,8595,8520,560,4784290,10290000000,0,1200000,KRX/S&P 탄소효율 그린뉴딜지수,1452.53,19.13,1.33
215620,HK S&P코리아로우볼,11250,35,0.31,11304.31,11295,11295,11250,7,79020,5062500000,0,450000,S&P Korea 저변동성 지수,8941.84,22.73,0.25
391670,HK 베스트일레븐액티브,8325,-5,-0.06,8362.26,8345,8345,8325,3,25010,5827500000,0,700000,코스피 200,341.61,3.66,1.08
391680,HK 하이볼액티브,8240,90,1.1,8229.13,8225,8240,8205,313,2579070,4532000000,0,550000,코스피 200,341.62,3.67,1.09
148020,KBSTAR 200,34445,400,1.17,34513.73,34230,34510,34125,1782677,61287479435,1.28997E+12,0,37450000,코스피 200,341.62,3.67,1.09
285000,KBSTAR 200IT,14170,120,0.85,14225.1,14140,14200,14130,106,1499015,5384600000,0,380000,코스피 200 정보기술,3217.02,39.86,1.25
361580,KBSTAR 200TR,18420,220,1.21,18448.64,18285,18440,18285,36330,668410635,2.05383E+11,0,11150000,코스피 200 TR,427.6,4.58,1.08
287300,KBSTAR 200건설,13625,-5,-0.04,13693.98,13630,13745,13625,684,9338370,2180000000,0,160000,코스피 200 건설,333.54,2.23,0.67
287310,KBSTAR 200경기소비재,9225,35,0.38,9275.45,9165,9245,9150,129,1189350,2952000000,0,320000,코스피 200 경기소비재,1474.18,12.59,0.86
290080,KBSTAR 200고배당커버드콜ATM,7040,-40,-0.56,7037.17,7090,7090,7020,8445,59432665,7744000000,0,1100000,코스피 200 고배당커버드콜 ATM 지수(시장가격지수),993.42,-6,-0.6
284980,KBSTAR 200금융,8025,-85,-1.05,8015.07,8060,8060,7995,655,5257090,3370500000,0,420000,코스피 200 금융,614.48,-7.14,-1.15
287320,KBSTAR 200산업재,12295,105,0.86,12348.51,12190,12340,12190,110,1355760,1229500000,0,100000,코스피 200 산업재,651.82,8.64,1.34
287330,KBSTAR 200생활소비재,5810,-25,-0.43,5832.53,5825,5845,5805,679,3955610,1278200000,0,220000,코스피 200 생활소비재,784.39,-1.04,-0.13
252400,KBSTAR 200선물레버리지,15670,335,2.18,15665.07,15375,15715,15375,25921,405344905,20371000000,0,1300000,코스피 200 선물지수,1723.42,15.86,0.93
252410,KBSTAR 200선물인버스,5760,-50,-0.86,5757.06,5870,5870,5745,1490,8613025,16128000000,0,2800000,코스피 200 선물지수,1723.42,15.86,0.93
252420,KBSTAR 200선물인버스2X,2495,-60,-2.35,2494.41,2555,2555,2480,82327,205772960,25199500000,0,10100000,코스피 200 선물지수,1723.42,15.86,0.93
284990,KBSTAR 200에너지화학,10455,10,0.1,10487.41,10340,10515,10340,770,8067715,5018400000,0,480000,코스피 200 에너지/화학,1552.17,5.86,0.38
285010,KBSTAR 200중공업,12250,0,0,12294.82,12180,12260,12125,5698,69535810,5390000000,0,440000,코스피 200 중공업,375.33,0.47,0.13
285020,KBSTAR 200철강소재,9785,-60,-0.61,9850.05,9765,9870,9765,9251,91052210,4696800000,0,480000,코스피 200 철강/소재,964.12,-2.82,-0.29
315480,KBSTAR 200커뮤니케이션서비스,11075,0,0,11089.23,11080,11100,11070,61,675935,1329000000,0,120000,코스피 200 커뮤니케이션서비스,1767.96,5.23,0.3
448590,KBSTAR 23-11 회사채(AA-이상)액티브,51760,5,0.01,51753.82,51755,51760,51755,4046,209405130,5.85613E+11,0,11314000,KIS 2023년 만기도래 크레딧 종합채권 지수(AA-이상)(시장가격),110.55,0,0
448600,KBSTAR 25-11 회사채(AA-이상)액티브,52340,0,0,52337.29,52360,52360,52300,1926,100808510,1.04261E+11,0,1992000,KIS 2025년 만기도래 크레딧 종합채권 지수(AA-이상)(시장가격),107.19,0,0
422420,KBSTAR 2차전지액티브,14390,280,1.98,14388.77,14095,14530,14055,596925,8591132400,1.23178E+11,0,8560000,iSelect 2차전지 지수 (시장가격지수),8772.45,192.77,2.25
105780,KBSTAR 5대그룹주,6445,80,1.26,6448.43,6380,6445,6380,5263,33725930,15468000000,0,2400000,MKF 5대그룹주,6432.29,89.99,1.42
290130,KBSTAR ESG사회책임투자,10770,70,0.65,10803.43,10690,10820,10690,3557,38331250,2.22939E+11,0,20700000,KRX ESG 사회책임경영지수(S),1754.72,14.55,0.84
368200,KBSTAR Fn K-뉴딜디지털플러스,9670,175,1.84,9694.91,9665,9740,9665,18,174915,4835000000,0,500000,FnGuide K-뉴딜 디지털 플러스 지수,2320.07,52.53,2.32
367760,KBSTAR Fn5G테크,9815,25,0.26,9847.26,9725,9930,9725,87849,860106260,96677750000,0,9850000,FnGuide 5G 테크 지수,1377.35,3.83,0.28
367770,KBSTAR Fn수소경제테마,9640,80,0.84,9656.63,9560,9645,9505,51355,490871610,2.54014E+11,0,26350000,FnGuide 수소 경제 테마 지수,1208.79,13.41,1.12
427110,KBSTAR Fn창업투자회사,5855,15,0.26,5894.3,5830,5880,5830,121,706140,3864300000,0,660000,FnGuide 창업투자회사 지수(시장가격지수),1289.97,11.18,0.87
388280,KBSTAR Fn컨택트대표,8085,-80,-0.98,8077.81,8070,8090,8060,4784,38613585,51097200000,0,6320000,FnGuide 컨택트대표 지수(시장가격지수),771.06,-9.54,-1.22
427120,KBSTAR Fn플랫폼테마,6905,50,0.73,6949.95,6855,6950,6850,37972,261947335,3452500000,0,500000,FnGuide 플랫폼테마 지수(시장가격지수),1009.4,9.28,0.93
326240,KBSTAR IT플러스,19025,355,1.9,19017.71,18700,19125,18700,6565,124756305,1.90631E+11,0,10020000,FnGuide IT플러스 지수,2735.19,45.84,1.7
385560,KBSTAR KIS국고채30년Enhanced,67030,60,0.09,67022.7,66810,67155,66810,35993,2411901880,3.49897E+11,0,5220000,KIS 국고채30년Enhanced지수(시장가격),6049.5,0.61,0.01
270800,KBSTAR KQ고배당,12735,170,1.35,12756.9,12595,12750,12595,3424,43664195,8277750000,0,650000,FnGuide KQ고배당포커스 지수,6379.09,64.74,1.03
292050,KBSTAR KRX300,16605,130,0.79,16659.78,16590,16675,16590,114,1891705,10793250000,0,650000,KRX 300,1590.15,17.57,1.12
307010,KBSTAR KRX300레버리지,14120,360,2.62,14081.24,14060,14160,14060,24,338395,8472000000,0,600000,KRX 300,1590.13,17.55,1.12
319870,KBSTAR KRX300미국달러선물혼합,16160,215,1.35,16081.4,16080,16175,16080,34,548810,5656000000,0,350000,KRX 300 미국달러 선물혼합지수,1689.71,22.31,1.34
403990,KBSTAR KRX기후변화솔루션,13225,180,1.38,13266.17,13100,13285,13100,28,369360,7935000000,0,600000,KRX 기후변화 솔루션지수,2556.52,47.63,1.9
442550,KBSTAR TDF2030액티브,10605,-60,-0.56,10675.1,10605,10665,10605,5255,55763280,5302500000,0,500000,iSelect 전략적자산배분 TDF 2030 지수,1469.27,0.12,0.01
442560,KBSTAR TDF2040액티브,10735,0,0,10802.53,10730,10795,10730,1045,11219745,5367500000,0,500000,iSelect 전략적자산배분 TDF 2040 지수,1580.77,0.83,0.05
442570,KBSTAR TDF2050액티브,10805,-50,-0.46,10862.22,10850,10860,10800,4042,43771930,5402500000,0,500000,iSelect 전략적자산배분 TDF 2050 지수,1632.85,1.1,0.07
234310,KBSTAR V&S셀렉트밸류,14060,55,0.39,14104.97,14095,14125,14060,13,183330,7030000000,0,500000,FnGuide 셀렉트 밸류 지수,2846.65,19.08,0.67
241390,KBSTAR V&S셀렉트밸류채권혼합,11690,45,0.39,11692,11655,11695,11655,2054,24005690,14028000000,0,1200000,FnGuide 셀렉트벨류 채권혼합지수,1938.78,5.32,0.28
401170,KBSTAR iSelect메타버스,7390,-25,-0.34,7397.07,7490,7490,7350,20495,151342695,1.51347E+11,0,20480000,iSelect 메타버스 지수(시장가격지수),1541.41,-5.81,-0.38
300640,KBSTAR 게임테마,9185,105,1.16,9176.32,9080,9260,9050,7584,69613395,31688250000,0,3450000,WISE 게임 테마 지수 (시장가격지수),4457.93,32.99,0.75
266160,KBSTAR 고배당,11855,60,0.51,11863.2,11770,11890,11770,9460,111873340,62238750000,0,5250000,FnGuide 고배당포커스 지수,8351.83,17.69,0.21
114100,KBSTAR 국고채3년,107735,-45,-0.04,107729.61,107780,107795,107735,44,4740770,25425460000,0,236000,KTB INDEX(시장가격),10241.6,-5.03,-0.05
282000,KBSTAR 국고채3년선물인버스,107225,20,0.02,107264.16,107155,107225,107155,4,428790,20694425000,0,193000,국채선물지수,1217.19,-0.82,-0.07
451670,KBSTAR 국채30년레버리지KAP(합성),17815,75,0.42,17749.1,17550,17820,17550,8284,147435080,10243625000,0,575000,KAP 국채30년 TR 지수(총수익),82.3,-0.05,-0.06
295000,KBSTAR 국채선물10년,50050,15,0.03,50065.75,50170,50220,50045,58,2907145,3503500000,0,70000,10년국채선물지수,1172.47,-2.98,-0.25
295020,KBSTAR 국채선물10년인버스,55385,95,0.17,55442.55,55260,55410,55260,7,387490,3101560000,0,56000,10년국채선물지수,1172.47,-2.98,-0.25
432600,KBSTAR 국채선물3년,51600,-110,-0.21,51628.21,51630,51630,51600,5,258060,7430400000,0,144000,국채선물지수,1217.19,-0.82,-0.07
397420,KBSTAR 국채선물5년추종,47930,-150,-0.31,47966.05,47985,47985,47930,4,191790,3163380000,0,66000,5년 국채선물 추종 지수,991.59,-1.22,-0.12
397410,KBSTAR 국채선물5년추종인버스,55425,35,0.06,55463.88,55360,55430,55360,36,1995015,20950650000,0,378000,5년 국채선물 추종 지수,991.59,-1.22,-0.12
276650,KBSTAR 글로벌4차산업IT(합성 H),22045,-180,-0.81,22048.14,22110,22110,21905,1590,34976010,25351750000,0,1150000,S&P Global 1200 Information Technology and Interactive Media & Services(PR),2122.64,1.76,0.08
437370,KBSTAR 글로벌농업경제MV,10035,105,1.06,10017.02,9995,10035,9940,956,9553990,7024500000,0,700000,MVIS Global Agribusiness Index(Price Return),3331.87,4.55,0.14
375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),10090,-10,-0.1,10069.12,10100,10105,10035,1621,16334360,5045000000,0,500000,Kelly Data Center & Tech Infrastructure Net Total Return Index,1276.01,0,0
411720,KBSTAR 글로벌메타버스Moorgate,9500,95,1.01,9464.45,9420,9500,9355,3489,32849450,16150000000,0,1700000,Global Metaverse Index(Price Return),1228.58,0,0
417450,KBSTAR 글로벌수소경제Indxx,8720,85,0.98,8643.99,8630,8745,8630,4519,39085420,10028000000,0,1150000,Indxx Hydrogen Economy Index (Net Total Return),2141.9,5.35,0.25
442320,KBSTAR 글로벌원자력iSelect,11060,-40,-0.36,11127.91,11100,11110,11030,2264,25064900,3318000000,0,300000,iSelect 글로벌원자력 지수(시장가격),1561.96,2.52,0.16
461490,KBSTAR 글로벌자산배분액티브,10160,15,0.15,10171.96,10175,10175,10160,427,4352340,6096000000,0,600000,Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격),1424.56,0.32,0.02
459750,KBSTAR 글로벌주식분산액티브,10460,85,0.82,10359.81,10355,10460,10300,382,3967210,7322000000,0,700000,Bloomberg Global Equity Market Weighted Index(Price Return),1603.59,0,0
399580,KBSTAR 글로벌클린에너지S&P,8475,-5,-0.06,8436.09,8465,8495,8410,5026,42510600,11017500000,0,1300000,S&P Global Clean Energy Index (Price Return),1081.92,0,0
336160,KBSTAR 금융채액티브,100845,-40,-0.04,100866.43,100900,100900,100820,10,1008740,47800530000,0,474000,KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),125.43,0,0
326230,KBSTAR 내수주플러스,7785,45,0.58,7826.4,7740,7800,7740,5593,43430000,27091800000,0,3480000,FnGuide 내수주플러스 지수,1084.45,10.93,1.02
272560,KBSTAR 단기국공채액티브,105860,0,0,105863.41,105880,105880,105855,1389,147044560,60551920000,0,572000,KIS 종합채권국공채3M~1.5Y지수,127.78,0,0
385550,KBSTAR 단기종합채권(AA-이상)액티브,104960,20,0.02,104951.83,104960,104965,104950,3815,400414660,1.89348E+11,0,1804000,KIS 단기종합채권지수(AA-이상)(총수익지수),116.92,0,0
196230,KBSTAR 단기통안채,108590,10,0.01,108601.82,108600,108600,108585,845359,91800661460,5.24924E+11,0,4834000,KIS 통안채 5개월 지수(총수익),12128.55,0.73,0.01
315960,KBSTAR 대형고배당10TR,16655,70,0.42,16672.41,16655,16670,16630,341,5680145,79944000000,0,4800000,WISE 대형고배당10 TR 지수,1943.6,9.98,0.52
455890,KBSTAR 머니마켓액티브,50515,0,0,50516.98,50520,50525,50515,219443,11087193700,7.36206E+11,0,14574000,KIS 시가평가 MMF 지수 (총수익지수),110.2,0,0
252730,KBSTAR 모멘텀로우볼,13800,110,0.8,13843.88,13805,13830,13790,6,82840,2070000000,0,150000,FnGuide 모멘텀&로우볼 지수,2900.62,29.29,1.02
252720,KBSTAR 모멘텀밸류,13800,35,0.25,13844.24,13835,13835,13800,6,82860,2070000000,0,150000,FnGuide 모멘텀&밸류 지수,2577.76,12.37,0.48
379780,KBSTAR 미국S&P500,12950,0,0,12932.97,12915,12990,12915,43571,564619100,2.29215E+11,0,17700000,S&P 500,4499.38,0,0
453330,KBSTAR 미국S&P500(H),11435,15,0.13,11419.62,11425,11440,11395,10254,117180175,18296000000,0,1600000,S&P 500,4499.38,0,0
460660,KBSTAR 미국S&P배당킹,10480,-25,-0.24,10471.57,10545,10545,10450,6985,73422680,8384000000,0,800000,S&P Dividend Monarchs Index(Price Return),1230.03,0,0
219390,KBSTAR 미국S&P원유생산기업(합성 H),6740,80,1.2,6748.23,6665,6745,6665,53516,360111295,21568000000,0,3200000,S&P Oil & Gas Exploration & Production Select Industry Index(PR),5650.58,0,0
354240,KBSTAR 미국고정배당우선증권ICE TR,9750,-5,-0.05,9748.57,9755,9810,9750,2328,22753770,10237500000,0,1050000,ICE BofAML Core Plus Fixed Rate Preferred Securities Index,156,0,0
368590,KBSTAR 미국나스닥100,14955,-30,-0.2,14921.2,14935,15005,14930,42367,634034980,2.60217E+11,0,17400000,NASDAQ 100,15273.05,0,0
437350,KBSTAR 미국단기투자등급회사채액티브,10180,-5,-0.05,10176.68,10190,10215,10180,892,9095075,63625000000,0,6250000,Bloomberg US Corporate 1-5 Years Total Return Index,230.15,0,0
455960,KBSTAR 미국달러SOFR금리액티브(합성),10070,10,0.1,10062.8,10090,10100,10070,77,776510,10070000000,0,1000000,KAP SOFR 지수,109.13,0,0
449580,KBSTAR 미국빅데이터Top3채권혼합iSelect,12075,110,0.92,12063.89,12050,12075,11990,2018,24338275,9660000000,0,800000,iSelect 미국 빅데이터Top3 채권혼합지수(Price Return),2994.08,-9.02,-0.3
267440,KBSTAR 미국장기국채선물(H),8830,20,0.23,8814.63,8810,8845,8810,1784,15748190,8830000000,0,1000000,S&P U.S. Treasury Bond Futures Excess Return Index,221.46,0.34,0.15
267490,KBSTAR 미국장기국채선물레버리지(합성 H),6805,15,0.22,6790.62,6790,6830,6780,11664,79389590,9527000000,0,1400000,S&P U.S. Treasury Bond Futures Excess Return Index,221.46,0.34,0.15
267450,KBSTAR 미국장기국채선물인버스(H),10140,-85,-0.83,10296.07,10150,10150,10140,4,40575,2028000000,0,200000,S&P U.S. Treasury Bond Futures Excess Return Index,221.46,0.34,0.15
267500,KBSTAR 미국장기국채선물인버스2X(합성 H),9580,-100,-1.03,9737.58,9680,9680,9570,605,5793920,2874000000,0,300000,S&P U.S. Treasury Bond Futures Excess Return Index,221.46,0.34,0.15
446700,KBSTAR 배터리 리사이클링iSelect,15860,345,2.22,15854.67,15640,15860,15515,35619,561768305,28230800000,0,1780000,iSelect 배터리 리사이클링 지수,4243.05,84.15,2.02
388420,KBSTAR 비메모리반도체액티브,10505,30,0.29,10513.26,10435,10595,10370,735110,7693154350,2.23126E+11,0,21240000,iSelect 비메모리반도체 지수(시장가격지수),2871.99,15.85,0.55
448630,KBSTAR 삼성그룹Top3채권혼합블룸버그,10095,95,0.95,10091.7,10060,10105,10060,6758,68187860,15142500000,0,1500000,Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index,1772.44,15.08,0.86
140570,KBSTAR 수출주,11950,40,0.34,11989.3,11955,11980,11945,7,83700,5975000000,0,500000,MKF 수출주 지수,12018.57,50.92,0.43
140580,KBSTAR 우량업종,10270,-60,-0.58,10316.04,10275,10280,10265,8,82175,5135000000,0,500000,MKF 우량업종대표주 지수,10268.74,-26.53,-0.26
379790,KBSTAR 유로스탁스50(H),11765,-5,-0.04,11709.77,11700,11770,11675,184,2155775,7059000000,0,600000,EURO STOXX 50 Index,4288.85,0,0
385540,KBSTAR 종합채권(A-이상)액티브,97335,25,0.03,97269.87,97350,97370,97230,5867,571048265,1.05608E+12,0,10850000,KIS 종합채권 지수(A-이상)(총수익지수),112.65,0,0
183710,KBSTAR 주식혼합,38610,160,0.42,38653.38,38450,38610,38450,15,576920,7722000000,0,200000,주식국채혼합(주식형)지수,1571.68,12.29,0.79
310080,KBSTAR 중국MSCI China(H),8270,-80,-0.96,8256.8,8315,8315,8270,664,5495180,11991500000,0,1450000,MSCI China NTR Index(USD) (Net Total Return),477.88,0.39,0.08
463300,KBSTAR 중국본토CSI300,9890,-15,-0.15,9905.22,9905,9905,9890,138,1365315,29670000000,0,3000000,CSI 300 Index,0,-3979.73,-100
174360,KBSTAR 중국본토대형주CSI100,17405,-40,-0.23,17400.85,17260,17470,17225,2421,42013640,66139000000,0,3800000,CSI 100,3808.11,0,0
136340,KBSTAR 중기우량회사채,103825,-25,-0.02,103832.08,104390,104390,103810,262,27210265,61256750000,0,590000,KOBI 크레딧 지수(총수익),14525.87,-4.04,-0.03
281990,KBSTAR 중소형고배당,11675,45,0.39,11714.58,11605,11690,11605,967,11272885,5837500000,0,500000,FnGuide 중소형고배당포커스 지수,11511.42,47.85,0.42
272570,KBSTAR 중장기국공채액티브,100985,10,0.01,100985.31,101070,101070,100985,14,1414275,23125565000,0,229000,KIS 종합채권국공채4~5Y지수,135.71,0,0
250730,KBSTAR 차이나HSCEI(H),7815,30,0.39,7827.91,7790,7815,7640,3062,23875460,18756000000,0,2400000,Hang Seng China H,6583.57,-4.18,-0.06
291680,KBSTAR 차이나H선물인버스(H),12330,30,0.24,12281.19,12375,12375,12230,235,2906585,3082500000,0,250000,Hang Seng China Enterprises Futures Index(Price Return),8518.66,21.94,0.26
371150,KBSTAR 차이나항셍테크,6235,-35,-0.56,6236.98,6235,6300,6190,29582,183977420,6858500000,0,1100000,Hang Seng TECH Index,4350.95,-23.25,-0.53
183700,KBSTAR 채권혼합,59410,260,0.44,59384.99,59410,59410,59410,16,950185,14258400000,0,240000,주식국채혼합(채권형)지수,1538.28,4.79,0.31
270810,KBSTAR 코스닥150,14590,330,2.31,14664.18,14255,14725,14195,31875,465132730,1.11759E+11,0,7660000,코스닥 150,1474.57,32.89,2.28
278240,KBSTAR 코스닥150선물레버리지,14105,625,4.64,14189.79,13390,14330,13390,42039,586559880,1.23137E+11,0,8730000,F-코스닥150 지수,1714.32,42.74,2.56
275750,KBSTAR 코스닥150선물인버스,3690,-100,-2.64,3689.42,3795,3800,3665,64334,238089470,4612500000,0,1250000,F-코스닥150 지수,1714.32,42.74,2.56
302450,KBSTAR 코스피,26885,325,1.22,26907.15,26755,26885,26710,516,13836695,1.30392E+11,0,4850000,코스피,2605.15,31.17,1.21
334690,KBSTAR 팔라듐선물(H),6650,-50,-0.75,6639.48,6635,6695,6635,5096,33888595,5320000000,0,800000,S&P GSCI Palladium Excess Return Index,777.89,2.79,0.36
334700,KBSTAR 팔라듐선물인버스(H),5570,15,0.27,5654.21,5580,5650,5555,1075,5993920,2785000000,0,500000,S&P GSCI Palladium Excess Return Index,777.89,2.79,0.36
253280,KBSTAR 헬스케어,11800,555,4.94,11821.66,11400,11830,11400,8550,100384245,6490000000,0,550000,FnGuide 헬스케어 지수,2987.97,150.37,5.3
253290,KBSTAR 헬스케어채권혼합,11185,205,1.87,11179.08,11045,11190,11045,18647,207804230,13422000000,0,1200000,FnGuide 헬스케어 채권혼합 지수,1871.66,28.26,1.53
69500,KODEX 200,34215,370,1.09,34290.58,33900,34295,33895,4897114,1.67522E+11,6.09711E+12,0,178200000,코스피 200,341.62,3.67,1.09
226980,KODEX 200 중소형,12110,70,0.58,12131.12,12100,12110,12070,347,4200040,9688000000,0,800000,코스피 200 중소형주지수,1213.7,8.87,0.74
337160,KODEX 200ESG,12460,125,1.01,12466.14,12450,12480,12420,62,772085,31150000000,0,2500000,코스피 200 ESG 지수,371.82,3.5,0.95
363580,KODEX 200IT TR,12175,120,1,12202.44,12150,12205,12135,22028,267969635,73050000000,0,6000000,코스피200 정보기술 TR,3687.59,45.69,1.25
278530,KODEX 200TR,11680,125,1.08,11714.33,11530,11715,11530,167690,1957726835,1.98677E+12,0,170100000,코스피 200 TR,427.6,4.58,1.08
337150,KODEX 200exTOP,11450,45,0.39,11470.9,11475,11475,11450,3,34375,14885000000,0,1300000,코스피 200 초대형제외 지수,248.14,1.83,0.74
223190,KODEX 200가치저변동,9695,55,0.57,9685.88,9665,9695,9660,1473,14236645,12603500000,0,1300000,코스피 200 가치저변동성,4740.41,23.32,0.49
252650,KODEX 200동일가중,10500,-25,-0.24,10534.48,10485,10510,10485,25,262165,5250000000,0,500000,코스피 200 동일가중지수,2120.6,16.22,0.77
360140,KODEX 200롱코스닥150숏선물,8110,-110,-1.34,8080.55,8220,8245,8025,47001,380104445,47038000000,0,5800000,코스피200 롱 100% 코스닥150 숏 100% 선물지수,697.24,-11.48,-1.62
284430,KODEX 200미국채혼합,12310,85,0.7,12288.33,12245,12320,12245,18071,222201255,58103200000,0,4720000,코스피 200 미국채 혼합지수,2919.23,18.69,0.64
252670,KODEX 200선물인버스2X,2500,-60,-2.34,2503.21,2545,2550,2490,127595285,3.20646E+11,1.74175E+12,0,696700000,코스피 200 선물지수,1723.42,15.86,0.93
448310,KODEX 23-12 국고채액티브,10285,5,0.05,10284.56,10280,10285,10280,379,3896550,2.51057E+11,0,24410000,KAP 23-12 국고채 총수익지수,102.3,0,0
448320,KODEX 23-12 은행채(AA+이상)액티브,10375,5,0.05,10372.02,10370,10375,10370,88069,913333880,2.05612E+12,0,198180000,KAP 23-12 은행채 총수익지수,104.2,0,0
305720,KODEX 2차전지산업,30535,530,1.77,30639.98,29820,30855,29735,2264046,69290012055,1.1359E+12,0,37200000,FnGuide 2차전지 산업 지수,5355.93,116.79,2.23
462330,KODEX 2차전지산업레버리지,10675,305,2.94,10826.52,10215,10960,10185,511237,5509227635,54442500000,0,5100000,FnGuide 2차전지 산업 지수,5355.78,116.64,2.23
461950,KODEX 2차전지핵심소재10 Fn,12000,295,2.52,11988.04,11610,12195,11580,1335586,16085582050,1.638E+11,0,13650000,FnGuide 2차전지핵심소재10 지수,10664.2,256.62,2.47
457690,KODEX 33-06 국고채액티브,9895,-25,-0.25,9891.41,9910,9915,9885,100,989875,9895000000,0,1000000,KAP 33-06 국고채 총수익 지수,101.92,0,0
271060,KODEX 3대농산물선물(H),11505,205,1.81,11445.23,11320,11505,11320,29859,342534285,16912350000,0,1470000,S&P GSCI Grains Select Index ER,24.4,0.04,0.16
